sample_id,scene_type,subscene_type,input_path,input_data,audio_info,language,metadata,scenario,subscenario,capability_chain,task_types,reference_annotation,reference_text,system_output,system_output_text,cer,cer_status,source_id,source_sha256,result_id
SYN-0058,会议/办公语音翻译,长句/上下文翻译,inputs/SYN-0058.json,"{""type"":""synthetic_audio_fixture"",""path"":""inputs/SYN-0058.json"",""source_id"":""synthetic://SYN-0058.wav"",""data_classification"":""synthetic_engineering_validation"",""subscene_type"":""长句/上下文翻译"",""fixture_variant"":""long_context_translation"",""dialogue_turns"":[{""轮次"":1,""角色"":""主持人"",""内容"":""上下文：供应商发货决策""},{""轮次"":2,""角色"":""用户"",""内容"":""如果供应商今晚确认不了发货时间，就把备选方案和成本差异整理成一页说明供负责人决定。""}]}","{""duration_ms"":1500,""sample_rate"":16000,""channels"":1,""format"":""wav"",""language"":""普通话"",""speaker_count"":1,""signal_conditions"":[""synthetic"",""clean""]}",普通话,"{""synthetic"":true,""data_classification"":""synthetic_engineering_validation"",""validation_scope"":""synthetic_engineering_validation"",""capability_chain"":""C02"",""source_sha256"":""3c4787bea59fcb185a52401dc6b6bb1db39e0870d083b19b6c7bd4459e0a8f7d"",""fixture_variant"":""long_context_translation""}",会议/办公语音翻译,长句/上下文翻译,C02,语音识别|机器翻译,"{""transcript"":""如果供应商今晚确认不了发货时间，就把备选方案和成本差异整理成一页说明供负责人决定。"",""translation"":""If the supplier cannot confirm the shipping time tonight, summarize the alternatives and their cost differences on one page for the owner to decide."",""intent"":""-"",""slots"":""-"",""expected_action"":""-"",""expected_reply"":""-"",""translation_context"":""供应商发货决策"",""annotation_version"":""fixture-2.0""}",如果供应商今晚确认不了发货时间，就把备选方案和成本差异整理成一页说明供负责人决定。,"{""transcript"":""如果供应商今晚确认不了发货时间，就把备选方案和成本差异整理成一页说明供负责人决定"",""translation"":""If the supplier cannot confirm the shipping time tonight, summarize the alternatives and their cost differences on one page for the owner to decide."",""intent"":""-"",""slots"":""-"",""action"":""-"",""reply"":""-"",""model_version"":""deterministic-fixture-2.0"",""run_id"":""RUN-SYN-0058""}",如果供应商今晚确认不了发货时间，就把备选方案和成本差异整理成一页说明供负责人决定,0.000000,通过,synthetic://SYN-0058.wav,3c4787bea59fcb185a52401dc6b6bb1db39e0870d083b19b6c7bd4459e0a8f7d,SYN-0058
SYN-0059,车载/语音助手交互,设备控制,inputs/SYN-0059.json,"{""type"":""synthetic_audio_fixture"",""path"":""inputs/SYN-0059.json"",""source_id"":""synthetic://SYN-0059.wav"",""data_classification"":""synthetic_engineering_validation"",""subscene_type"":""设备控制"",""fixture_variant"":""device_control"",""dialogue_turns"":""-""}","{""duration_ms"":1600,""sample_rate"":16000,""channels"":1,""format"":""wav"",""language"":""普通话"",""speaker_count"":1,""signal_conditions"":[""synthetic"",""clean""]}",普通话,"{""synthetic"":true,""data_classification"":""synthetic_engineering_validation"",""validation_scope"":""synthetic_engineering_validation"",""capability_chain"":""C03"",""source_sha256"":""b6dd56f7284f09c5bd8f2a1c251289a0f44e80d9b5a6a7cfcaa18fbb0efc4344"",""fixture_variant"":""device_control""}",车载/语音助手交互,设备控制,C03,语音识别|语义理解|对话生成,"{""transcript"":""打开车库照明"",""translation"":""-"",""intent"":""设备控制"",""slots"":{""设备"":""照明"",""位置"":""车库""},""expected_action"":""turn_on"",""expected_reply"":""已打开车库照明"",""translation_context"":""-"",""annotation_version"":""fixture-2.0""}",打开车库照明,"{""transcript"":""打开车库"",""translation"":""-"",""intent"":""设备控制"",""slots"":{""设备"":""照明"",""位置"":""车库""},""action"":""turn_on"",""reply"":""已打开车库照明"",""model_version"":""deterministic-fixture-2.0"",""run_id"":""RUN-SYN-0059""}",打开车库,0.333333,失败,synthetic://SYN-0059.wav,b6dd56f7284f09c5bd8f2a1c251289a0f44e80d9b5a6a7cfcaa18fbb0efc4344,SYN-0059
SYN-0060,车载/语音助手交互,信息查询/多轮任务,inputs/SYN-0060.json,"{""type"":""synthetic_audio_fixture"",""path"":""inputs/SYN-0060.json"",""source_id"":""synthetic://SYN-0060.wav"",""data_classification"":""synthetic_engineering_validation"",""subscene_type"":""信息查询/多轮任务"",""fixture_variant"":""multi_turn_query"",""dialogue_turns"":[{""轮次"":1,""角色"":""用户"",""内容"":""我想了解苏州的安排。""},{""轮次"":2,""角色"":""系统"",""内容"":""好的，请问你想查询什么？""},{""轮次"":3,""角色"":""用户"",""内容"":""请查询本周苏州的会议信息""}]}","{""duration_ms"":1700,""sample_rate"":16000,""channels"":1,""format"":""wav"",""language"":""普通话"",""speaker_count"":1,""signal_conditions"":[""synthetic"",""clean""]}",普通话,"{""synthetic"":true,""data_classification"":""synthetic_engineering_validation"",""validation_scope"":""synthetic_engineering_validation"",""capability_chain"":""C03"",""source_sha256"":""b904e762f153578fe2f54b89c73aef294718b86806130fbc9d754ee954dfa5f7"",""fixture_variant"":""multi_turn_query""}",车载/语音助手交互,信息查询/多轮任务,C03,语音识别|语义理解|对话生成,"{""transcript"":""请查询本周苏州的会议信息"",""translation"":""-"",""intent"":""信息查询"",""slots"":{""地点"":""苏州"",""日期"":""本周""},""expected_action"":""query_meetings"",""expected_reply"":""苏州本周有四个会议安排"",""translation_context"":""-"",""annotation_version"":""fixture-2.0""}",请查询本周苏州的会议信息,"{""transcript"":""请查"",""translation"":""-"",""intent"":""信息查询"",""slots"":{""地点"":""苏州"",""日期"":""本周""},""action"":""query_meetings"",""reply"":""苏州本周有四个会议安排"",""model_version"":""deterministic-fixture-2.0"",""run_id"":""RUN-SYN-0060""}",请查,0.833333,失败,synthetic://SYN-0060.wav,b904e762f153578fe2f54b89c73aef294718b86806130fbc9d754ee954dfa5f7,SYN-0060
SYN-0061,短语音/录音转写,普通话口述,inputs/SYN-0061.json,"{""type"":""synthetic_audio_fixture"",""path"":""inputs/SYN-0061.json"",""source_id"":""synthetic://SYN-0061.wav"",""data_classification"":""synthetic_engineering_validation"",""subscene_type"":""普通话口述"",""fixture_variant"":""clean_mandarin"",""dialogue_turns"":""-""}","{""duration_ms"":1800,""sample_rate"":16000,""channels"":1,""format"":""wav"",""language"":""普通话"",""speaker_count"":1,""signal_conditions"":[""synthetic"",""clean""]}",普通话,"{""synthetic"":true,""data_classification"":""synthetic_engineering_validation"",""validation_scope"":""synthetic_engineering_validation"",""capability_chain"":""C01"",""source_sha256"":""820216342af8e4af455d7675e2a56aad4537ffb70fcfc6e1a633bc174d0eb5d9"",""fixture_variant"":""clean_mandarin""}",短语音/录音转写,普通话口述,C01,语音识别,"{""transcript"":""我想把周五的培训改到下周一"",""translation"":""-"",""intent"":""-"",""slots"":""-"",""expected_action"":""-"",""expected_reply"":""-"",""translation_context"":""-"",""annotation_version"":""fixture-2.0""}",我想把周五的培训改到下周一,"{""transcript"":""我想把周五的培训改到下周一"",""translation"":""-"",""intent"":""-"",""slots"":""-"",""action"":""-"",""reply"":""-"",""model_version"":""deterministic-fixture-2.0"",""run_id"":""RUN-SYN-0061""}",我想把周五的培训改到下周一,0.000000,通过,synthetic://SYN-0061.wav,820216342af8e4af455d7675e2a56aad4537ffb70fcfc6e1a633bc174d0eb5d9,SYN-0061
SYN-0062,短语音/录音转写,噪声/数字英文混合,inputs/SYN-0062.json,"{""type"":""synthetic_audio_fixture"",""path"":""inputs/SYN-0062.json"",""source_id"":""synthetic://SYN-0062.wav"",""data_classification"":""synthetic_engineering_validation"",""subscene_type"":""噪声/数字英文混合"",""fixture_variant"":""noise_mixed_alphanumeric"",""dialogue_turns"":""-""}","{""duration_ms"":1900,""sample_rate"":16000,""channels"":1,""format"":""wav"",""language"":""普通话"",""speaker_count"":1,""signal_conditions"":[""synthetic"",""noise"",""mixed_alphanumeric""]}",普通话,"{""synthetic"":true,""data_classification"":""synthetic_engineering_validation"",""validation_scope"":""synthetic_engineering_validation"",""capability_chain"":""C01"",""source_sha256"":""a4d66d8155fef825fe6506c18db2618bb31011580e4ca50ec64a2a87ec3562c6"",""fixture_variant"":""noise_mixed_alphanumeric""}",短语音/录音转写,噪声/数字英文混合,C01,语音识别,"{""transcript"":""请把发票号 INV20260825 录入系统"",""translation"":""-"",""intent"":""-"",""slots"":""-"",""expected_action"":""-"",""expected_reply"":""-"",""translation_context"":""-"",""annotation_version"":""fixture-2.0""}",请把发票号 INV20260825 录入系统,"{""transcript"":""请把发票号 INV20260825 录入系"",""translation"":""-"",""intent"":""-"",""slots"":""-"",""action"":""-"",""reply"":""-"",""model_version"":""deterministic-fixture-2.0"",""run_id"":""RUN-SYN-0062""}",请把发票号 INV20260825 录入系,0.050000,通过,synthetic://SYN-0062.wav,a4d66d8155fef825fe6506c18db2618bb31011580e4ca50ec64a2a87ec3562c6,SYN-0062
SYN-0063,会议/办公语音翻译,短句语翻,inputs/SYN-0063.json,"{""type"":""synthetic_audio_fixture"",""path"":""inputs/SYN-0063.json"",""source_id"":""synthetic://SYN-0063.wav"",""data_classification"":""synthetic_engineering_validation"",""subscene_type"":""短句语翻"",""fixture_variant"":""short_translation"",""dialogue_turns"":""-""}","{""duration_ms"":2000,""sample_rate"":16000,""channels"":1,""format"":""wav"",""language"":""普通话"",""speaker_count"":1,""signal_conditions"":[""synthetic"",""clean""]}",普通话,"{""synthetic"":true,""data_classification"":""synthetic_engineering_validation"",""validation_scope"":""synthetic_engineering_validation"",""capability_chain"":""C02"",""source_sha256"":""942baed1d43e22b91f1f2a2d2e6a9f04e62a391dc232fbe6a1718e4169b45a63"",""fixture_variant"":""short_translation""}",会议/办公语音翻译,短句语翻,C02,语音识别|机器翻译,"{""transcript"":""发送日程邀请"",""translation"":""Send the calendar invitation"",""intent"":""-"",""slots"":""-"",""expected_action"":""-"",""expected_reply"":""-"",""translation_context"":""-"",""annotation_version"":""fixture-2.0""}",发送日程邀请,"{""transcript"":""发送日程"",""translation"":""Send the calendar invitation"",""intent"":""-"",""slots"":""-"",""action"":""-"",""reply"":""-"",""model_version"":""deterministic-fixture-2.0"",""run_id"":""RUN-SYN-0063""}",发送日程,0.333333,失败,synthetic://SYN-0063.wav,942baed1d43e22b91f1f2a2d2e6a9f04e62a391dc232fbe6a1718e4169b45a63,SYN-0063
SYN-0064,会议/办公语音翻译,长句/上下文翻译,inputs/SYN-0064.json,"{""type"":""synthetic_audio_fixture"",""path"":""inputs/SYN-0064.json"",""source_id"":""synthetic://SYN-0064.wav"",""data_classification"":""synthetic_engineering_validation"",""subscene_type"":""长句/上下文翻译"",""fixture_variant"":""long_context_translation"",""dialogue_turns"":[{""轮次"":1,""角色"":""主持人"",""内容"":""上下文：用户反馈演示""},{""轮次"":2,""角色"":""用户"",""内容"":""请在演示稿中保留用户反馈的原句，并在每条反馈后补充对应的改进负责人和验证方式。""}]}","{""duration_ms"":1200,""sample_rate"":16000,""channels"":1,""format"":""wav"",""language"":""普通话"",""speaker_count"":1,""signal_conditions"":[""synthetic"",""clean""]}",普通话,"{""synthetic"":true,""data_classification"":""synthetic_engineering_validation"",""validation_scope"":""synthetic_engineering_validation"",""capability_chain"":""C02"",""source_sha256"":""8b5342ad66f35298889b202a431472bf9c4102c911ff598dcb9b52ed9255855a"",""fixture_variant"":""long_context_translation""}",会议/办公语音翻译,长句/上下文翻译,C02,语音识别|机器翻译,"{""transcript"":""请在演示稿中保留用户反馈的原句，并在每条反馈后补充对应的改进负责人和验证方式。"",""translation"":""Keep the users' original words in the presentation and add the responsible owner and verification method after each piece of feedback."",""intent"":""-"",""slots"":""-"",""expected_action"":""-"",""expected_reply"":""-"",""translation_context"":""用户反馈演示"",""annotation_version"":""fixture-2.0""}",请在演示稿中保留用户反馈的原句，并在每条反馈后补充对应的改进负责人和验证方式。,"{""transcript"":""请在"",""translation"":""Keep the users' original words in the presentation and add the responsible owner and verification method after each piece of feedback."",""intent"":""-"",""slots"":""-"",""action"":""-"",""reply"":""-"",""model_version"":""deterministic-fixture-2.0"",""run_id"":""RUN-SYN-0064""}",请在,0.945946,失败,synthetic://SYN-0064.wav,8b5342ad66f35298889b202a431472bf9c4102c911ff598dcb9b52ed9255855a,SYN-0064
SYN-0065,车载/语音助手交互,设备控制,inputs/SYN-0065.json,"{""type"":""synthetic_audio_fixture"",""path"":""inputs/SYN-0065.json"",""source_id"":""synthetic://SYN-0065.wav"",""data_classification"":""synthetic_engineering_validation"",""subscene_type"":""设备控制"",""fixture_variant"":""device_control"",""dialogue_turns"":""-""}","{""duration_ms"":1300,""sample_rate"":16000,""channels"":1,""format"":""wav"",""language"":""普通话"",""speaker_count"":1,""signal_conditions"":[""synthetic"",""clean""]}",普通话,"{""synthetic"":true,""data_classification"":""synthetic_engineering_validation"",""validation_scope"":""synthetic_engineering_validation"",""capability_chain"":""C03"",""source_sha256"":""0ac300c59a761b3f3113c345d9b415af1f70ea80edaa46cb6faa2a30de310d76"",""fixture_variant"":""device_control""}",车载/语音助手交互,设备控制,C03,语音识别|语义理解|对话生成,"{""transcript"":""锁上玄关门"",""translation"":""-"",""intent"":""设备控制"",""slots"":{""设备"":""门锁"",""位置"":""玄关""},""expected_action"":""lock"",""expected_reply"":""已锁上玄关门"",""translation_context"":""-"",""annotation_version"":""fixture-2.0""}",锁上玄关门,"{""transcript"":""锁上玄关门"",""translation"":""-"",""intent"":""设备控制"",""slots"":{""设备"":""门锁"",""位置"":""玄关""},""action"":""lock"",""reply"":""已锁上玄关门"",""model_version"":""deterministic-fixture-2.0"",""run_id"":""RUN-SYN-0065""}",锁上玄关门,0.000000,通过,synthetic://SYN-0065.wav,0ac300c59a761b3f3113c345d9b415af1f70ea80edaa46cb6faa2a30de310d76,SYN-0065
SYN-0066,车载/语音助手交互,信息查询/多轮任务,inputs/SYN-0066.json,"{""type"":""synthetic_audio_fixture"",""path"":""inputs/SYN-0066.json"",""source_id"":""synthetic://SYN-0066.wav"",""data_classification"":""synthetic_engineering_validation"",""subscene_type"":""信息查询/多轮任务"",""fixture_variant"":""multi_turn_query"",""dialogue_turns"":[{""轮次"":1,""角色"":""用户"",""内容"":""我想了解厦门的安排。""},{""轮次"":2,""角色"":""系统"",""内容"":""好的，请问你想查询什么？""},{""轮次"":3,""角色"":""用户"",""内容"":""请查询后天厦门的快递信息""}]}","{""duration_ms"":1400,""sample_rate"":16000,""channels"":1,""format"":""wav"",""language"":""普通话"",""speaker_count"":1,""signal_conditions"":[""synthetic"",""clean""]}",普通话,"{""synthetic"":true,""data_classification"":""synthetic_engineering_validation"",""validation_scope"":""synthetic_engineering_validation"",""capability_chain"":""C03"",""source_sha256"":""e1f7de1a75416c88a53adbf097e0bb4693c7adc1fc046c093ce5025c5be62202"",""fixture_variant"":""multi_turn_query""}",车载/语音助手交互,信息查询/多轮任务,C03,语音识别|语义理解|对话生成,"{""transcript"":""请查询后天厦门的快递信息"",""translation"":""-"",""intent"":""信息查询"",""slots"":{""地点"":""厦门"",""日期"":""后天""},""expected_action"":""query_delivery"",""expected_reply"":""厦门后天预计送达一件快递"",""translation_context"":""-"",""annotation_version"":""fixture-2.0""}",请查询后天厦门的快递信息,"{""transcript"":""请查询后天厦门的快递信"",""translation"":""-"",""intent"":""信息查询"",""slots"":{""地点"":""厦门"",""日期"":""后天""},""action"":""query_delivery"",""reply"":""厦门后天预计送达一件快递"",""model_version"":""deterministic-fixture-2.0"",""run_id"":""RUN-SYN-0066""}",请查询后天厦门的快递信,0.083333,通过,synthetic://SYN-0066.wav,e1f7de1a75416c88a53adbf097e0bb4693c7adc1fc046c093ce5025c5be62202,SYN-0066
SYN-0067,短语音/录音转写,普通话口述,inputs/SYN-0067.json,"{""type"":""synthetic_audio_fixture"",""path"":""inputs/SYN-0067.json"",""source_id"":""synthetic://SYN-0067.wav"",""data_classification"":""synthetic_engineering_validation"",""subscene_type"":""普通话口述"",""fixture_variant"":""clean_mandarin"",""dialogue_turns"":""-""}","{""duration_ms"":1500,""sample_rate"":16000,""channels"":1,""format"":""wav"",""language"":""普通话"",""speaker_count"":1,""signal_conditions"":[""synthetic"",""clean""]}",普通话,"{""synthetic"":true,""data_classification"":""synthetic_engineering_validation"",""validation_scope"":""synthetic_engineering_validation"",""capability_chain"":""C01"",""source_sha256"":""336dc3fd6fd672b0287080021f0f91cc23b676599ad5ed203d16b7c727aadc78"",""fixture_variant"":""clean_mandarin""}",短语音/录音转写,普通话口述,C01,语音识别,"{""transcript"":""请打开书房的台灯"",""translation"":""-"",""intent"":""-"",""slots"":""-"",""expected_action"":""-"",""expected_reply"":""-"",""translation_context"":""-"",""annotation_version"":""fixture-2.0""}",请打开书房的台灯,"{""transcript"":""请打开书房的"",""translation"":""-"",""intent"":""-"",""slots"":""-"",""action"":""-"",""reply"":""-"",""model_version"":""deterministic-fixture-2.0"",""run_id"":""RUN-SYN-0067""}",请打开书房的,0.250000,失败,synthetic://SYN-0067.wav,336dc3fd6fd672b0287080021f0f91cc23b676599ad5ed203d16b7c727aadc78,SYN-0067
SYN-0068,短语音/录音转写,噪声/数字英文混合,inputs/SYN-0068.json,"{""type"":""synthetic_audio_fixture"",""path"":""inputs/SYN-0068.json"",""source_id"":""synthetic://SYN-0068.wav"",""data_classification"":""synthetic_engineering_validation"",""subscene_type"":""噪声/数字英文混合"",""fixture_variant"":""noise_mixed_alphanumeric"",""dialogue_turns"":""-""}","{""duration_ms"":1600,""sample_rate"":16000,""channels"":1,""format"":""wav"",""language"":""普通话"",""speaker_count"":1,""signal_conditions"":[""synthetic"",""noise"",""mixed_alphanumeric""]}",普通话,"{""synthetic"":true,""data_classification"":""synthetic_engineering_validation"",""validation_scope"":""synthetic_engineering_validation"",""capability_chain"":""C01"",""source_sha256"":""d3387e9a1e806decc98bcb3cdcff36a155af36c94d9feff3d7344a0060895186"",""fixture_variant"":""noise_mixed_alphanumeric""}",短语音/录音转写,噪声/数字英文混合,C01,语音识别,"{""transcript"":""将音量设为 level-7 后保存"",""translation"":""-"",""intent"":""-"",""slots"":""-"",""expected_action"":""-"",""expected_reply"":""-"",""translation_context"":""-"",""annotation_version"":""fixture-2.0""}",将音量设为 level-7 后保存,"{""transcript"":""将音"",""translation"":""-"",""intent"":""-"",""slots"":""-"",""action"":""-"",""reply"":""-"",""model_version"":""deterministic-fixture-2.0"",""run_id"":""RUN-SYN-0068""}",将音,0.857143,失败,synthetic://SYN-0068.wav,d3387e9a1e806decc98bcb3cdcff36a155af36c94d9feff3d7344a0060895186,SYN-0068
SYN-0069,会议/办公语音翻译,短句语翻,inputs/SYN-0069.json,"{""type"":""synthetic_audio_fixture"",""path"":""inputs/SYN-0069.json"",""source_id"":""synthetic://SYN-0069.wav"",""data_classification"":""synthetic_engineering_validation"",""subscene_type"":""短句语翻"",""fixture_variant"":""short_translation"",""dialogue_turns"":""-""}","{""duration_ms"":1700,""sample_rate"":16000,""channels"":1,""format"":""wav"",""language"":""普通话"",""speaker_count"":1,""signal_conditions"":[""synthetic"",""clean""]}",普通话,"{""synthetic"":true,""data_classification"":""synthetic_engineering_validation"",""validation_scope"":""synthetic_engineering_validation"",""capability_chain"":""C02"",""source_sha256"":""69a51f6381c1189b55da4b881cb27defa5589380f6c127b6eeb1b714b7cd838c"",""fixture_variant"":""short_translation""}",会议/办公语音翻译,短句语翻,C02,语音识别|机器翻译,"{""transcript"":""标记这条消息重要"",""translation"":""Mark this message as important"",""intent"":""-"",""slots"":""-"",""expected_action"":""-"",""expected_reply"":""-"",""translation_context"":""-"",""annotation_version"":""fixture-2.0""}",标记这条消息重要,"{""transcript"":""标记这条消息重要"",""translation"":""Mark this message as important"",""intent"":""-"",""slots"":""-"",""action"":""-"",""reply"":""-"",""model_version"":""deterministic-fixture-2.0"",""run_id"":""RUN-SYN-0069""}",标记这条消息重要,0.000000,通过,synthetic://SYN-0069.wav,69a51f6381c1189b55da4b881cb27defa5589380f6c127b6eeb1b714b7cd838c,SYN-0069
SYN-0070,会议/办公语音翻译,长句/上下文翻译,inputs/SYN-0070.json,"{""type"":""synthetic_audio_fixture"",""path"":""inputs/SYN-0070.json"",""source_id"":""synthetic://SYN-0070.wav"",""data_classification"":""synthetic_engineering_validation"",""subscene_type"":""长句/上下文翻译"",""fixture_variant"":""long_context_translation"",""dialogue_turns"":[{""轮次"":1,""角色"":""主持人"",""内容"":""上下文：系统迁移计划""},{""轮次"":2,""角色"":""用户"",""内容"":""这次迁移需要分两个晚上进行，第一晚只复制数据，第二晚再切换入口并观察错误日志。""}]}","{""duration_ms"":1800,""sample_rate"":16000,""channels"":1,""format"":""wav"",""language"":""普通话"",""speaker_count"":1,""signal_conditions"":[""synthetic"",""clean""]}",普通话,"{""synthetic"":true,""data_classification"":""synthetic_engineering_validation"",""validation_scope"":""synthetic_engineering_validation"",""capability_chain"":""C02"",""source_sha256"":""de9cbeb2a18d241aed3775dc7169b3e29cd08e9828816bdf9499c0e054d3464d"",""fixture_variant"":""long_context_translation""}",会议/办公语音翻译,长句/上下文翻译,C02,语音识别|机器翻译,"{""transcript"":""这次迁移需要分两个晚上进行，第一晚只复制数据，第二晚再切换入口并观察错误日志。"",""translation"":""This migration needs to be done over two nights: copy the data only on the first night, then switch the entry point and watch the error log on the second night."",""intent"":""-"",""slots"":""-"",""expected_action"":""-"",""expected_reply"":""-"",""translation_context"":""系统迁移计划"",""annotation_version"":""fixture-2.0""}",这次迁移需要分两个晚上进行，第一晚只复制数据，第二晚再切换入口并观察错误日志。,"{""transcript"":""这次迁移需要分两个晚上进行，第一晚只复制数据，第二晚再切换入口并观察错误日志"",""translation"":""This migration needs to be done over two nights: copy the data only on the first night, then switch the entry point and watch the error log on the second night."",""intent"":""-"",""slots"":""-"",""action"":""-"",""reply"":""-"",""model_version"":""deterministic-fixture-2.0"",""run_id"":""RUN-SYN-0070""}",这次迁移需要分两个晚上进行，第一晚只复制数据，第二晚再切换入口并观察错误日志,0.000000,通过,synthetic://SYN-0070.wav,de9cbeb2a18d241aed3775dc7169b3e29cd08e9828816bdf9499c0e054d3464d,SYN-0070
SYN-0071,车载/语音助手交互,设备控制,inputs/SYN-0071.json,"{""type"":""synthetic_audio_fixture"",""path"":""inputs/SYN-0071.json"",""source_id"":""synthetic://SYN-0071.wav"",""data_classification"":""synthetic_engineering_validation"",""subscene_type"":""设备控制"",""fixture_variant"":""device_control"",""dialogue_turns"":""-""}","{""duration_ms"":1900,""sample_rate"":16000,""channels"":1,""format"":""wav"",""language"":""普通话"",""speaker_count"":1,""signal_conditions"":[""synthetic"",""clean""]}",普通话,"{""synthetic"":true,""data_classification"":""synthetic_engineering_validation"",""validation_scope"":""synthetic_engineering_validation"",""capability_chain"":""C03"",""source_sha256"":""f83ac87ab732599b26a66e0af1d99ae928988173981659a9672f4a49479bc63f"",""fixture_variant"":""device_control""}",车载/语音助手交互,设备控制,C03,语音识别|语义理解|对话生成,"{""transcript"":""解锁储物间的门"",""translation"":""-"",""intent"":""设备控制"",""slots"":{""设备"":""门锁"",""位置"":""储物间""},""expected_action"":""unlock"",""expected_reply"":""已解锁储物间门"",""translation_context"":""-"",""annotation_version"":""fixture-2.0""}",解锁储物间的门,"{""transcript"":""解锁储物间"",""translation"":""-"",""intent"":""设备控制"",""slots"":{""设备"":""门锁"",""位置"":""储物间""},""action"":""unlock"",""reply"":""已解锁储物间门"",""model_version"":""deterministic-fixture-2.0"",""run_id"":""RUN-SYN-0071""}",解锁储物间,0.285714,失败,synthetic://SYN-0071.wav,f83ac87ab732599b26a66e0af1d99ae928988173981659a9672f4a49479bc63f,SYN-0071
SYN-0072,车载/语音助手交互,信息查询/多轮任务,inputs/SYN-0072.json,"{""type"":""synthetic_audio_fixture"",""path"":""inputs/SYN-0072.json"",""source_id"":""synthetic://SYN-0072.wav"",""data_classification"":""synthetic_engineering_validation"",""subscene_type"":""信息查询/多轮任务"",""fixture_variant"":""multi_turn_query"",""dialogue_turns"":[{""轮次"":1,""角色"":""用户"",""内容"":""我想了解青岛的安排。""},{""轮次"":2,""角色"":""系统"",""内容"":""好的，请问你想查询什么？""},{""轮次"":3,""角色"":""用户"",""内容"":""请查询今晚青岛的餐厅信息""}]}","{""duration_ms"":2000,""sample_rate"":16000,""channels"":1,""format"":""wav"",""language"":""普通话"",""speaker_count"":1,""signal_conditions"":[""synthetic"",""clean""]}",普通话,"{""synthetic"":true,""data_classification"":""synthetic_engineering_validation"",""validation_scope"":""synthetic_engineering_validation"",""capability_chain"":""C03"",""source_sha256"":""d7c67b701ff683a2a0b06c710441e4f708ada4c0fcc5ed7013fe6015a095a7da"",""fixture_variant"":""multi_turn_query""}",车载/语音助手交互,信息查询/多轮任务,C03,语音识别|语义理解|对话生成,"{""transcript"":""请查询今晚青岛的餐厅信息"",""translation"":""-"",""intent"":""信息查询"",""slots"":{""地点"":""青岛"",""日期"":""今晚""},""expected_action"":""query_restaurant"",""expected_reply"":""青岛今晚有五家已收藏餐厅营业"",""translation_context"":""-"",""annotation_version"":""fixture-2.0""}",请查询今晚青岛的餐厅信息,"{""transcript"":""请查"",""translation"":""-"",""intent"":""信息查询"",""slots"":{""地点"":""青岛"",""日期"":""今晚""},""action"":""query_restaurant"",""reply"":""青岛今晚有五家已收藏餐厅营业"",""model_version"":""deterministic-fixture-2.0"",""run_id"":""RUN-SYN-0072""}",请查,0.833333,失败,synthetic://SYN-0072.wav,d7c67b701ff683a2a0b06c710441e4f708ada4c0fcc5ed7013fe6015a095a7da,SYN-0072
SYN-0073,短语音/录音转写,普通话口述,inputs/SYN-0073.json,"{""type"":""synthetic_audio_fixture"",""path"":""inputs/SYN-0073.json"",""source_id"":""synthetic://SYN-0073.wav"",""data_classification"":""synthetic_engineering_validation"",""subscene_type"":""普通话口述"",""fixture_variant"":""clean_mandarin"",""dialogue_turns"":""-""}","{""duration_ms"":1200,""sample_rate"":16000,""channels"":1,""format"":""wav"",""language"":""普通话"",""speaker_count"":1,""signal_conditions"":[""synthetic"",""clean""]}",普通话,"{""synthetic"":true,""data_classification"":""synthetic_engineering_validation"",""validation_scope"":""synthetic_engineering_validation"",""capability_chain"":""C01"",""source_sha256"":""9134c5417d3dd1e26348adb49cfe13c7cd1d9c18dc0d7a4294e7c237acd1a202"",""fixture_variant"":""clean_mandarin""}",短语音/录音转写,普通话口述,C01,语音识别,"{""transcript"":""把这条客户意见加入跟进清单"",""translation"":""-"",""intent"":""-"",""slots"":""-"",""expected_action"":""-"",""expected_reply"":""-"",""translation_context"":""-"",""annotation_version"":""fixture-2.0""}",把这条客户意见加入跟进清单,"{""transcript"":""把这条客户意见加入跟进清单"",""translation"":""-"",""intent"":""-"",""slots"":""-"",""action"":""-"",""reply"":""-"",""model_version"":""deterministic-fixture-2.0"",""run_id"":""RUN-SYN-0073""}",把这条客户意见加入跟进清单,0.000000,通过,synthetic://SYN-0073.wav,9134c5417d3dd1e26348adb49cfe13c7cd1d9c18dc0d7a4294e7c237acd1a202,SYN-0073
